id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
386852,Female,61,1,39,0,1-2 Year,No,2630,156,150
386853,Female,71,1,28,0,> 2 Years,Yes,30940,26,266
386854,Female,24,1,41,1,< 1 Year,No,57670,152,244
386855,Female,21,1,5,0,< 1 Year,No,2630,160,177
386856,Male,56,1,28,0,1-2 Year,Yes,33618,122,155
386857,Male,40,1,28,0,1-2 Year,Yes,29933,124,290
386858,Male,54,1,31,0,1-2 Year,No,2630,26,105
386859,Female,46,1,28,0,1-2 Year,Yes,38834,120,126
386860,Male,31,1,47,1,< 1 Year,No,38277,152,135
386861,Female,24,1,11,1,< 1 Year,No,29312,152,42
386862,Male,45,1,28,1,1-2 Year,No,24660,124,37
386863,Male,27,1,3,1,< 1 Year,No,26900,152,162
386864,Male,24,1,11,1,< 1 Year,No,79534,152,107
386865,Female,44,1,47,0,1-2 Year,No,28894,124,91
386866,Male,52,1,33,0,1-2 Year,Yes,32430,124,122
386867,Female,21,1,6,1,< 1 Year,No,37154,152,255
386868,Female,71,1,28,0,1-2 Year,Yes,50126,26,298
386869,Male,46,1,8,0,1-2 Year,Yes,57179,26,178
386870,Female,24,1,7,1,< 1 Year,No,42151,152,160
386871,Male,49,1,46,0,1-2 Year,Yes,32617,26,126
386872,Female,27,1,28,1,< 1 Year,No,40617,152,33
386873,Female,46,1,28,0,1-2 Year,Yes,35607,26,246
386874,Male,24,1,41,1,< 1 Year,No,18795,152,287
386875,Male,29,1,46,0,1-2 Year,Yes,26328,154,271
386876,Male,34,1,28,0,1-2 Year,Yes,32922,156,165
386877,Male,24,1,41,1,< 1 Year,No,33134,152,12
386878,Female,22,1,3,0,< 1 Year,Yes,20625,152,245
386879,Female,23,1,11,1,< 1 Year,No,34678,152,299
386880,Male,39,1,28,1,1-2 Year,No,40072,124,185
386881,Female,54,1,26,0,1-2 Year,Yes,36696,22,36
386882,Male,75,1,28,0,1-2 Year,Yes,2630,13,139
386883,Male,60,1,28,0,> 2 Years,Yes,49383,26,90
386884,Female,40,1,34,0,1-2 Year,Yes,2630,157,172
386885,Male,47,1,28,1,1-2 Year,No,25178,26,77
386886,Female,49,1,3,0,1-2 Year,Yes,32791,26,242
386887,Male,23,1,28,1,< 1 Year,No,28607,152,76
386888,Female,40,1,28,0,1-2 Year,Yes,33861,13,225
386889,Female,26,1,43,1,< 1 Year,No,22351,152,82
386890,Female,45,1,28,0,1-2 Year,Yes,40935,26,248
386891,Female,59,1,48,1,1-2 Year,No,2630,124,219
386892,Female,42,1,35,1,1-2 Year,No,24648,26,159
386893,Male,49,1,46,1,1-2 Year,No,32798,11,26
386894,Female,23,1,28,0,< 1 Year,Yes,47165,122,130
386895,Female,42,1,28,0,1-2 Year,Yes,30951,26,16
386896,Female,20,1,10,0,< 1 Year,No,2630,160,94
386897,Female,62,1,28,0,1-2 Year,Yes,29563,122,84
386898,Female,51,1,28,0,> 2 Years,Yes,38050,26,20
386899,Male,44,1,41,0,1-2 Year,No,29922,124,232
386900,Female,27,1,28,1,< 1 Year,No,35892,152,269
386901,Female,61,1,28,1,1-2 Year,No,60376,55,166
386902,Male,22,1,12,1,< 1 Year,No,2630,152,289
386903,Female,29,1,28,1,< 1 Year,No,42824,152,84
386904,Male,47,1,46,0,1-2 Year,Yes,32806,124,105
386905,Male,28,1,43,0,< 1 Year,No,2630,156,51
386906,Male,49,1,28,0,1-2 Year,Yes,36944,29,145
386907,Female,23,1,30,1,< 1 Year,No,31467,152,176
386908,Male,45,1,28,0,1-2 Year,Yes,24119,124,93
386909,Male,61,1,28,1,1-2 Year,No,34288,55,52
386910,Female,23,1,28,0,< 1 Year,Yes,2630,156,108
386911,Male,42,1,28,0,1-2 Year,Yes,48377,124,160
386912,Female,31,1,12,0,< 1 Year,Yes,22025,124,205
386913,Male,30,1,8,1,< 1 Year,No,42364,152,109
386914,Female,24,1,50,0,< 1 Year,Yes,2630,151,170
386915,Male,42,1,30,0,1-2 Year,Yes,24791,124,39
386916,Male,24,1,47,1,< 1 Year,Yes,37851,152,115
386917,Male,27,1,28,1,< 1 Year,No,52349,152,123
386918,Male,51,1,9,0,1-2 Year,Yes,33002,124,246
386919,Female,25,1,8,1,< 1 Year,No,34571,26,290
386920,Female,21,1,13,1,< 1 Year,No,14271,152,71
386921,Male,21,1,34,0,< 1 Year,Yes,34922,160,297
386922,Female,24,1,8,1,< 1 Year,No,27589,152,290
386923,Female,25,1,34,0,< 1 Year,Yes,34575,152,109
386924,Female,28,1,28,1,< 1 Year,No,35112,152,200
386925,Male,31,1,46,0,< 1 Year,Yes,2630,157,147
386926,Female,45,1,47,0,1-2 Year,Yes,37592,124,243
386927,Male,25,1,35,1,< 1 Year,No,32651,152,203
386928,Female,21,1,28,0,< 1 Year,Yes,35080,124,66
386929,Female,22,1,37,1,< 1 Year,No,25585,152,47
386930,Male,55,1,28,0,1-2 Year,Yes,52164,124,257
386931,Female,24,1,15,1,< 1 Year,No,35074,152,123
386932,Female,21,1,28,1,< 1 Year,No,43112,152,90
386933,Female,22,1,46,0,< 1 Year,Yes,23798,152,16
386934,Male,70,1,8,1,1-2 Year,No,48838,26,285
386935,Female,21,1,8,0,< 1 Year,Yes,53054,160,159
386936,Female,47,1,28,0,1-2 Year,Yes,31550,157,192
386937,Female,64,1,8,0,1-2 Year,Yes,38940,7,229
386938,Female,21,1,36,1,< 1 Year,No,33964,160,67
386939,Male,60,1,48,0,1-2 Year,Yes,2630,15,225
386940,Male,46,1,3,1,1-2 Year,No,2630,26,61
386941,Male,22,1,8,0,< 1 Year,No,2630,152,32
386942,Male,39,1,28,0,1-2 Year,Yes,23739,26,187
386943,Male,59,1,46,1,1-2 Year,No,28538,11,101
386944,Male,51,1,8,0,1-2 Year,No,43609,26,110
386945,Female,35,1,28,0,1-2 Year,Yes,2630,156,174
386946,Male,61,1,50,0,> 2 Years,Yes,2630,30,134
386947,Male,38,1,50,0,1-2 Year,Yes,37497,152,40
386948,Female,24,1,30,1,< 1 Year,No,43526,152,18
386949,Female,26,1,37,1,< 1 Year,No,2630,152,121
386950,Male,65,1,28,1,1-2 Year,No,70506,26,187
386951,Male,21,1,26,0,< 1 Year,Yes,34081,152,129
386952,Female,26,1,28,1,< 1 Year,No,45582,152,189
386953,Female,27,1,8,1,< 1 Year,No,31325,152,193
386954,Female,46,1,28,0,> 2 Years,Yes,42995,26,192
386955,Male,39,1,33,0,1-2 Year,Yes,39985,152,86
386956,Male,45,1,5,1,1-2 Year,No,23114,124,111
386957,Female,45,1,28,0,> 2 Years,Yes,31838,122,123
386958,Female,64,1,28,0,1-2 Year,Yes,52511,122,205
386959,Female,43,1,28,0,1-2 Year,Yes,31383,55,183
386960,Female,23,1,29,0,< 1 Year,Yes,38483,152,127
386961,Male,33,1,41,1,< 1 Year,No,41437,152,183
386962,Male,27,1,33,1,< 1 Year,No,2630,152,231
386963,Male,63,1,24,0,1-2 Year,Yes,32598,26,238
386964,Female,25,1,19,1,< 1 Year,No,32178,152,163
386965,Female,24,1,36,0,< 1 Year,Yes,34564,152,68
386966,Female,51,1,46,0,1-2 Year,Yes,33551,26,76
386967,Female,40,1,30,1,1-2 Year,No,2630,152,183
386968,Male,24,1,6,1,< 1 Year,No,31919,152,173
386969,Male,57,1,28,0,1-2 Year,Yes,2630,157,16
386970,Female,23,1,14,1,< 1 Year,No,22279,152,114
386971,Female,42,1,28,1,1-2 Year,No,33791,124,41
386972,Female,25,1,28,1,< 1 Year,No,48938,152,177
386973,Female,25,1,13,0,< 1 Year,Yes,27588,152,210
386974,Female,30,1,35,1,< 1 Year,No,22378,152,290
386975,Female,59,1,28,0,1-2 Year,Yes,33168,26,181
386976,Male,63,1,28,0,< 1 Year,No,2630,1,238
386977,Male,78,1,28,1,1-2 Year,No,51962,26,95
386978,Male,25,1,8,1,< 1 Year,No,38242,152,257
386979,Female,25,1,28,1,< 1 Year,No,44627,152,267
386980,Female,26,1,8,1,< 1 Year,No,30883,160,22
386981,Female,55,1,28,0,> 2 Years,Yes,44360,124,29
386982,Female,34,1,28,0,1-2 Year,Yes,28267,154,68
386983,Male,41,1,8,0,1-2 Year,Yes,44656,26,147
386984,Male,21,1,40,1,< 1 Year,No,2630,160,14
386985,Male,27,1,28,1,< 1 Year,No,36166,152,285
386986,Male,35,1,3,0,1-2 Year,Yes,28704,26,160
386987,Male,62,1,8,1,1-2 Year,No,43557,152,198
386988,Male,45,1,28,0,1-2 Year,Yes,26120,124,20
386989,Male,80,1,28,1,1-2 Year,No,34208,26,135
386990,Female,69,1,50,0,> 2 Years,Yes,32367,124,142
386991,Female,58,1,46,1,1-2 Year,No,2630,26,227
386992,Male,22,1,47,1,< 1 Year,No,26664,152,128
386993,Male,30,1,14,1,< 1 Year,No,35838,152,195
386994,Male,26,1,41,1,< 1 Year,No,25121,152,169
386995,Female,79,1,48,1,1-2 Year,No,2630,26,82
386996,Male,48,1,28,0,1-2 Year,Yes,36403,154,235
386997,Female,24,1,28,1,< 1 Year,No,29463,152,39
386998,Female,23,1,30,1,< 1 Year,No,26849,152,227
386999,Female,24,1,6,1,< 1 Year,No,37097,152,60
387000,Female,33,1,30,0,1-2 Year,Yes,27559,124,51
387001,Male,23,1,28,0,< 1 Year,Yes,37294,152,19
387002,Male,27,1,45,1,< 1 Year,No,21380,152,55
387003,Male,24,1,41,1,< 1 Year,No,36927,152,78
387004,Female,39,1,11,0,1-2 Year,Yes,75702,120,46
387005,Male,41,1,29,0,1-2 Year,Yes,23106,124,38
387006,Male,22,1,4,1,1-2 Year,No,26826,124,97
387007,Female,62,1,28,0,> 2 Years,Yes,51025,26,201
387008,Female,22,1,6,1,< 1 Year,No,29084,152,261
387009,Male,35,1,50,1,1-2 Year,No,24224,26,244
387010,Female,21,1,15,1,< 1 Year,No,30423,160,250
387011,Male,51,1,29,1,1-2 Year,No,51639,124,284
387012,Male,42,1,11,0,1-2 Year,Yes,25890,124,272
387013,Female,25,1,8,1,< 1 Year,No,25525,152,31
387014,Female,22,1,15,1,< 1 Year,No,43561,152,52
387015,Male,80,1,28,0,1-2 Year,Yes,63210,26,219
387016,Female,44,1,28,0,1-2 Year,Yes,27563,124,154
387017,Male,23,1,10,0,< 1 Year,No,27529,152,123
387018,Male,72,1,28,1,1-2 Year,No,45396,122,285
387019,Female,24,1,46,0,< 1 Year,No,27129,152,94
387020,Female,22,1,11,1,< 1 Year,No,42039,152,267
387021,Female,33,1,9,0,1-2 Year,Yes,2630,156,60
387022,Male,28,1,28,0,< 1 Year,Yes,38179,163,136
387023,Male,26,1,46,0,< 1 Year,Yes,30898,160,171
387024,Male,64,1,28,0,1-2 Year,Yes,28325,26,123
387025,Male,44,1,28,0,1-2 Year,Yes,38768,124,73
387026,Female,27,1,27,0,1-2 Year,Yes,28235,163,64
387027,Male,44,1,41,0,1-2 Year,Yes,34390,124,30
387028,Male,27,1,41,1,< 1 Year,No,28988,152,68
387029,Male,49,1,49,0,1-2 Year,Yes,2630,157,74
387030,Female,22,1,13,1,< 1 Year,No,26921,152,176
387031,Male,51,1,29,0,1-2 Year,Yes,26733,4,200
387032,Male,51,1,36,0,1-2 Year,No,31400,157,141
387033,Female,35,1,41,0,1-2 Year,Yes,31763,26,194
387034,Female,32,1,28,0,1-2 Year,Yes,38736,124,157
387035,Male,29,1,35,1,< 1 Year,No,30755,152,113
387036,Female,22,1,15,0,< 1 Year,Yes,27453,152,168
387037,Male,59,1,8,1,1-2 Year,No,30235,124,43
387038,Male,39,1,25,0,1-2 Year,Yes,22574,124,115
387039,Male,41,1,28,1,1-2 Year,No,32947,124,149
387040,Female,75,1,28,1,1-2 Year,No,40910,55,64
387041,Female,21,1,22,1,< 1 Year,No,38768,160,24
387042,Male,24,1,10,1,< 1 Year,No,33977,152,299
387043,Male,43,1,28,0,1-2 Year,Yes,23266,26,145
387044,Male,45,1,28,0,> 2 Years,Yes,48516,124,251
387045,Female,25,1,2,1,< 1 Year,No,37827,152,41
387046,Male,59,1,30,0,1-2 Year,Yes,35776,124,170
387047,Male,61,1,8,0,1-2 Year,Yes,41657,26,228
387048,Female,78,1,28,1,1-2 Year,Yes,28156,26,203
387049,Male,46,1,11,0,1-2 Year,Yes,35427,124,71
387050,Male,66,1,28,0,1-2 Year,No,39207,52,193
387051,Female,23,1,45,0,< 1 Year,Yes,25707,152,232
387052,Female,23,1,8,1,< 1 Year,No,2630,152,181
387053,Male,64,1,36,1,1-2 Year,No,32758,26,184
387054,Female,46,1,20,1,1-2 Year,No,2630,26,109
387055,Male,45,1,28,0,1-2 Year,Yes,36379,124,46
387056,Male,50,1,21,0,1-2 Year,Yes,47123,124,36
387057,Female,39,1,28,0,1-2 Year,Yes,52384,29,220
387058,Male,39,1,46,1,1-2 Year,No,24773,152,35
387059,Female,25,1,11,1,< 1 Year,No,28952,152,218
387060,Male,56,1,50,0,> 2 Years,Yes,29594,8,144
387061,Male,23,1,19,0,< 1 Year,Yes,32381,152,36
387062,Male,33,1,15,0,< 1 Year,No,27260,152,84
387063,Male,25,1,18,1,< 1 Year,No,40147,152,269
387064,Female,26,1,28,1,< 1 Year,No,36550,152,261
387065,Male,53,1,48,0,1-2 Year,Yes,2630,26,71
387066,Male,54,1,41,0,1-2 Year,Yes,30987,4,162
387067,Male,57,1,18,0,1-2 Year,Yes,37401,26,167
387068,Female,23,1,15,0,< 1 Year,Yes,42161,152,274
387069,Male,40,1,8,0,1-2 Year,Yes,31579,26,270
387070,Female,23,1,37,0,< 1 Year,No,2630,1,248
387071,Female,27,1,12,0,< 1 Year,Yes,28452,152,119
387072,Male,39,1,38,0,1-2 Year,Yes,41300,124,155
387073,Male,24,1,1,0,< 1 Year,No,2630,156,138
387074,Male,37,1,22,0,1-2 Year,No,28731,124,63
387075,Male,51,1,50,0,1-2 Year,Yes,36488,124,139
387076,Male,25,1,8,1,< 1 Year,No,47368,152,77
387077,Female,21,1,36,1,< 1 Year,No,37135,152,218
387078,Male,42,1,0,1,1-2 Year,No,2630,122,12
387079,Male,40,1,8,0,1-2 Year,Yes,38579,124,296
387080,Male,57,1,18,0,1-2 Year,Yes,27207,124,290
387081,Female,34,1,28,0,< 1 Year,Yes,40505,156,94
387082,Male,29,1,46,0,< 1 Year,Yes,2630,154,298
387083,Female,28,1,27,1,< 1 Year,No,27122,152,165
387084,Male,76,1,47,1,1-2 Year,No,28507,124,55
387085,Male,63,1,28,0,1-2 Year,Yes,34479,26,74
387086,Male,45,1,28,1,1-2 Year,No,26409,124,87
387087,Male,46,1,23,0,1-2 Year,Yes,2630,124,297
387088,Male,36,1,34,0,1-2 Year,Yes,33992,8,267
387089,Female,29,1,41,1,< 1 Year,No,22014,152,11
387090,Male,43,1,28,0,1-2 Year,Yes,58280,26,18
387091,Male,74,1,50,0,> 2 Years,Yes,37610,25,273
387092,Male,69,1,3,1,1-2 Year,No,31286,119,61
387093,Female,43,1,41,1,1-2 Year,No,35908,26,209
387094,Female,25,1,21,1,< 1 Year,No,28808,152,36
387095,Male,54,1,41,0,1-2 Year,Yes,33356,26,54
387096,Female,52,1,8,1,1-2 Year,No,71749,7,240
387097,Male,26,1,50,1,< 1 Year,No,2630,152,199
387098,Female,24,1,41,1,< 1 Year,No,29282,152,30
387099,Female,40,1,28,1,1-2 Year,No,37761,26,41
387100,Female,72,1,28,0,> 2 Years,Yes,2630,122,223
387101,Female,23,1,30,1,< 1 Year,No,2630,124,203
387102,Male,51,1,24,0,1-2 Year,Yes,35037,145,179
387103,Male,43,1,47,1,1-2 Year,No,35913,152,33
387104,Male,67,1,28,0,1-2 Year,Yes,2630,52,13
387105,Female,25,1,27,0,< 1 Year,No,24777,152,220
387106,Female,22,1,32,1,< 1 Year,No,31564,152,236
387107,Female,44,1,28,1,1-2 Year,No,37759,23,192
387108,Female,63,1,28,0,1-2 Year,Yes,43513,124,247
387109,Female,39,1,28,0,> 2 Years,Yes,30676,155,112
387110,Male,27,1,6,1,< 1 Year,No,48282,152,257
387111,Female,67,1,28,0,1-2 Year,Yes,29928,23,53
387112,Male,30,1,6,1,< 1 Year,No,27247,152,291
387113,Female,26,1,32,0,< 1 Year,Yes,21368,152,18
387114,Male,71,1,36,0,> 2 Years,Yes,62782,26,72
387115,Male,50,1,15,1,1-2 Year,No,34631,124,120
387116,Female,72,1,28,1,1-2 Year,No,43089,26,143
387117,Male,45,1,28,0,1-2 Year,Yes,44992,26,44
387118,Male,67,1,8,0,1-2 Year,Yes,38964,7,215
387119,Female,44,1,8,1,1-2 Year,No,41031,124,272
387120,Female,20,1,13,1,< 1 Year,Yes,2630,160,49
387121,Male,49,1,28,1,1-2 Year,No,56871,124,90
387122,Male,45,1,28,0,1-2 Year,Yes,35508,26,49
387123,Male,62,1,46,0,> 2 Years,Yes,32693,26,121
387124,Female,52,1,33,0,1-2 Year,No,31401,124,116
387125,Male,24,1,14,0,< 1 Year,Yes,26115,152,71
387126,Male,47,1,28,0,1-2 Year,Yes,50008,124,117
387127,Female,23,1,15,1,< 1 Year,No,33580,26,17
387128,Female,37,1,17,1,1-2 Year,No,2630,152,196
387129,Male,53,1,28,0,1-2 Year,Yes,47104,122,177
387130,Male,43,1,44,0,1-2 Year,Yes,27057,150,243
387131,Male,25,1,17,1,< 1 Year,No,37915,152,13
387132,Female,27,1,3,1,< 1 Year,No,2630,152,84
387133,Male,22,1,8,0,< 1 Year,Yes,87880,160,146
387134,Female,28,1,10,1,< 1 Year,No,22072,152,129
387135,Male,38,1,0,0,1-2 Year,Yes,2630,124,170
387136,Female,36,1,8,0,1-2 Year,Yes,26610,7,28
387137,Female,53,1,11,1,1-2 Year,No,23901,124,191
387138,Male,21,1,25,1,< 1 Year,No,26979,160,203
387139,Male,49,1,38,0,1-2 Year,Yes,32741,26,54
387140,Female,22,1,34,0,< 1 Year,No,31282,152,134
387141,Female,31,1,6,1,< 1 Year,No,21250,152,23
387142,Female,34,1,46,0,1-2 Year,Yes,30128,124,88
387143,Male,37,1,28,0,1-2 Year,Yes,30238,26,105
387144,Male,22,1,46,1,< 1 Year,No,37408,152,51
387145,Female,24,1,15,1,< 1 Year,No,37875,152,191
387146,Male,46,1,29,0,> 2 Years,Yes,34867,124,221
387147,Male,45,1,28,0,1-2 Year,Yes,55915,26,89
387148,Female,25,1,37,0,< 1 Year,Yes,26961,152,179
387149,Female,23,1,8,1,< 1 Year,No,34604,152,172
387150,Female,21,1,41,1,< 1 Year,No,36595,160,127
387151,Male,48,1,39,0,> 2 Years,Yes,36292,124,22
387152,Male,53,1,17,0,1-2 Year,Yes,2630,124,158
387153,Female,24,1,24,1,< 1 Year,No,30111,152,210
387154,Male,28,1,28,1,< 1 Year,No,40694,152,72
387155,Female,64,1,28,1,1-2 Year,No,2630,26,234
387156,Male,42,1,28,0,1-2 Year,Yes,34441,26,142
387157,Female,40,1,38,1,1-2 Year,No,26733,26,103
387158,Male,43,1,28,0,1-2 Year,Yes,38255,26,132
387159,Male,20,1,16,1,< 1 Year,No,18992,160,230
387160,Female,31,1,33,1,< 1 Year,No,27878,152,123
387161,Female,41,1,3,1,1-2 Year,Yes,27310,155,247
387162,Female,20,1,37,0,< 1 Year,Yes,29447,160,158
387163,Male,23,1,10,0,< 1 Year,Yes,45867,152,279
387164,Male,24,1,8,0,< 1 Year,Yes,33408,152,22
387165,Female,30,1,28,0,1-2 Year,Yes,31445,26,245
387166,Female,24,1,27,0,< 1 Year,No,28473,152,74
387167,Male,28,1,35,1,< 1 Year,No,28391,152,67
387168,Female,24,1,11,1,< 1 Year,No,37529,152,133
387169,Female,67,1,11,0,1-2 Year,Yes,27964,124,284
387170,Male,25,1,39,1,< 1 Year,No,31673,160,48
387171,Male,22,1,28,0,< 1 Year,Yes,34850,152,208
387172,Male,47,1,28,0,1-2 Year,Yes,25422,26,197
387173,Male,53,1,28,0,1-2 Year,Yes,47924,26,44
387174,Male,42,1,28,0,1-2 Year,Yes,49775,26,231
387175,Female,27,1,28,0,< 1 Year,Yes,33224,156,272
387176,Male,57,1,28,0,> 2 Years,Yes,67619,26,260
387177,Male,43,1,28,0,1-2 Year,No,2630,124,51
387178,Male,60,1,28,1,1-2 Year,No,48348,124,167
387179,Male,21,1,30,0,< 1 Year,Yes,32428,152,68
387180,Male,24,1,36,0,< 1 Year,Yes,34679,26,84
387181,Male,24,1,9,0,< 1 Year,Yes,24107,152,246
387182,Female,25,1,21,1,< 1 Year,No,32828,152,42
387183,Male,34,1,28,0,1-2 Year,Yes,43618,26,199
387184,Female,37,1,8,1,1-2 Year,No,27110,154,98
387185,Male,53,1,31,0,1-2 Year,Yes,2630,124,241
387186,Female,30,1,17,0,1-2 Year,Yes,2630,154,216
387187,Female,21,1,8,1,< 1 Year,No,41907,152,92
387188,Female,43,1,28,0,1-2 Year,Yes,45264,122,146
387189,Male,44,1,31,0,> 2 Years,Yes,2630,124,188
387190,Female,23,1,47,1,< 1 Year,No,31243,152,143
387191,Female,36,1,8,0,1-2 Year,Yes,32668,124,214
387192,Male,43,1,8,1,1-2 Year,No,35021,124,115
387193,Male,27,1,18,1,< 1 Year,No,22775,152,70
387194,Male,47,1,8,0,1-2 Year,Yes,33053,157,55
387195,Female,65,1,10,1,1-2 Year,No,33414,152,289
387196,Male,44,1,28,0,1-2 Year,Yes,33845,26,226
387197,Female,79,1,28,0,> 2 Years,Yes,54157,26,250
387198,Female,50,1,18,1,1-2 Year,No,36677,124,66
387199,Male,52,1,38,0,1-2 Year,No,34302,124,215
387200,Female,45,1,24,1,1-2 Year,No,2630,145,283
387201,Female,49,1,8,0,1-2 Year,Yes,38800,124,65
387202,Male,64,1,35,0,> 2 Years,Yes,42097,26,125
387203,Female,42,1,29,1,1-2 Year,No,36125,26,42
387204,Male,43,1,28,1,1-2 Year,No,48066,26,23
387205,Female,26,1,49,0,< 1 Year,Yes,23430,152,292
387206,Male,22,1,8,1,< 1 Year,No,34340,152,184
387207,Female,37,1,8,0,1-2 Year,No,59071,30,288
387208,Male,63,1,24,1,1-2 Year,No,44637,124,13
387209,Female,22,1,15,0,< 1 Year,No,38168,152,272
387210,Female,45,1,8,0,1-2 Year,Yes,33241,154,220
387211,Female,23,1,30,1,< 1 Year,No,29369,152,258
387212,Female,25,1,30,1,< 1 Year,No,28684,152,210
387213,Male,25,1,6,1,< 1 Year,No,24456,152,42
387214,Female,42,1,32,0,1-2 Year,Yes,35570,124,244
387215,Male,40,1,28,0,1-2 Year,Yes,36546,26,77
387216,Female,22,1,46,1,< 1 Year,No,25015,152,222
387217,Female,22,1,30,1,< 1 Year,No,19158,152,22
387218,Male,42,1,28,0,1-2 Year,Yes,30827,124,159
387219,Female,23,1,41,1,< 1 Year,No,76396,152,127
387220,Male,23,1,2,0,< 1 Year,Yes,36498,152,106
387221,Male,51,1,47,1,1-2 Year,Yes,30481,145,82
387222,Male,48,1,26,0,1-2 Year,Yes,29533,156,225
387223,Male,27,1,28,0,< 1 Year,Yes,44413,124,66
387224,Female,30,1,6,0,1-2 Year,Yes,2630,156,253
387225,Male,68,1,28,0,1-2 Year,Yes,50992,124,269
387226,Female,43,1,29,0,1-2 Year,Yes,45013,26,152
387227,Male,24,1,29,1,< 1 Year,No,22124,152,61
387228,Male,24,1,12,1,< 1 Year,No,2630,152,152
387229,Male,38,1,49,0,1-2 Year,Yes,24912,124,69
387230,Female,49,1,28,0,1-2 Year,Yes,42427,26,26
387231,Male,27,1,8,1,< 1 Year,No,39287,152,188
387232,Female,23,1,16,1,< 1 Year,No,37879,152,53
387233,Male,35,1,27,0,1-2 Year,Yes,29751,124,148
387234,Male,44,1,28,1,1-2 Year,No,36029,124,86
387235,Male,25,1,8,1,< 1 Year,No,43098,152,155
387236,Female,41,1,29,0,1-2 Year,Yes,27791,155,80
387237,Female,40,1,28,1,1-2 Year,Yes,39963,124,69
387238,Male,45,1,28,0,1-2 Year,Yes,44982,124,111
387239,Female,50,1,8,1,1-2 Year,No,41129,124,121
387240,Female,23,1,30,0,< 1 Year,Yes,2630,160,288
387241,Male,52,1,39,0,1-2 Year,Yes,24967,26,39
387242,Female,27,1,17,1,< 1 Year,No,58030,152,190
387243,Male,52,1,28,0,1-2 Year,Yes,43086,26,172
387244,Male,43,1,3,1,1-2 Year,No,25282,124,248
387245,Female,47,1,28,0,> 2 Years,Yes,43457,26,21
387246,Male,41,1,41,0,1-2 Year,Yes,2630,157,85
387247,Female,40,1,28,0,1-2 Year,Yes,2630,157,37
387248,Male,44,1,8,0,1-2 Year,Yes,40639,26,244
387249,Female,24,1,8,0,< 1 Year,Yes,24844,152,72
387250,Female,25,1,36,1,< 1 Year,No,31759,152,36
387251,Male,61,1,41,1,1-2 Year,No,56007,26,279
387252,Male,47,1,28,1,1-2 Year,No,39392,26,202
387253,Male,31,1,28,0,< 1 Year,No,38698,124,297
387254,Male,49,1,48,0,1-2 Year,Yes,2630,26,140
387255,Male,29,1,28,0,1-2 Year,No,52834,156,218
387256,Female,39,1,41,0,1-2 Year,Yes,26404,152,59
387257,Male,40,1,19,0,1-2 Year,Yes,34603,124,104
387258,Male,44,1,28,1,1-2 Year,No,65484,26,272
387259,Female,37,1,41,0,1-2 Year,Yes,35353,124,86
387260,Male,62,1,39,1,1-2 Year,No,36760,124,35
387261,Female,21,1,30,0,< 1 Year,Yes,40850,160,117
387262,Female,24,1,41,1,< 1 Year,No,27957,152,110
387263,Male,37,1,17,0,1-2 Year,Yes,33925,26,14
387264,Male,62,1,28,0,> 2 Years,Yes,34310,26,291
387265,Male,34,1,8,0,1-2 Year,Yes,2630,156,189
387266,Female,23,1,15,0,< 1 Year,No,37223,152,149
387267,Male,24,1,6,1,< 1 Year,No,25450,152,19
387268,Female,56,1,8,0,> 2 Years,Yes,37690,157,179
387269,Female,33,1,36,1,< 1 Year,No,2630,152,247
387270,Male,37,1,28,1,1-2 Year,No,64869,26,194
387271,Male,48,1,48,1,1-2 Year,Yes,2630,157,135
387272,Female,48,1,28,0,1-2 Year,Yes,40196,26,48
387273,Male,28,1,9,0,< 1 Year,Yes,33980,151,219
387274,Female,48,1,28,0,1-2 Year,Yes,45816,26,39
387275,Male,24,1,22,1,< 1 Year,No,31626,152,33
387276,Male,26,1,15,1,< 1 Year,No,30321,152,95
387277,Female,24,1,49,0,< 1 Year,Yes,32630,152,276
387278,Male,22,1,30,0,1-2 Year,No,29912,124,50
387279,Male,32,1,8,0,1-2 Year,Yes,48456,124,277
387280,Male,27,1,28,1,< 1 Year,No,38120,152,89
387281,Female,36,1,28,1,1-2 Year,Yes,34467,26,69
387282,Female,23,1,18,1,< 1 Year,No,27179,152,47
387283,Female,24,1,28,1,< 1 Year,No,30922,152,203
387284,Female,37,1,36,1,1-2 Year,No,31191,152,266
387285,Male,24,1,41,1,< 1 Year,No,33505,152,172
387286,Female,37,1,28,0,1-2 Year,Yes,48472,124,236
387287,Male,52,1,33,0,> 2 Years,Yes,29119,26,249
387288,Female,36,1,30,1,1-2 Year,No,25302,26,208
387289,Male,25,1,28,0,< 1 Year,Yes,45684,152,172
387290,Male,46,1,13,1,1-2 Year,No,24214,26,205
387291,Male,46,1,14,1,1-2 Year,No,21696,26,52
387292,Male,41,1,8,0,1-2 Year,Yes,46783,152,123
387293,Male,26,1,35,1,< 1 Year,No,28116,152,197
387294,Male,42,1,21,0,1-2 Year,Yes,28569,154,276
387295,Female,22,1,30,1,< 1 Year,No,24989,152,26
387296,Female,64,1,28,0,1-2 Year,Yes,71819,26,230
387297,Female,25,1,36,1,< 1 Year,No,32050,152,46
387298,Male,39,1,8,1,1-2 Year,No,38811,26,81
387299,Male,48,1,20,0,1-2 Year,Yes,2630,8,129
387300,Male,49,1,31,0,1-2 Year,Yes,2630,26,216
